CODIGO;DESCRIPCION;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
05301;L'ARGAÑOSA - LLAPIÉS                    ;43.365832 ;-5.870018 ;Calle Favila, S/N;33013;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05302;AS CAMPAS                               ;43.3638300;-5.8834600;Calle Proaza, S/N;33012;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05303;LES MACES                               ;43.3586700;-5.8975600;Carretera A-232 - Estacion Ferrocarril, S/N;00000;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05304;SAN CLAUDIO/SAN CLOYO                   ;43.355333 ;-5.917811 ;Calle Estacion Ferrocarril, S/N;33191;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05305;FUSO DE LA REINA                        ;;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;SI;
05306;SAN PEDRU NORA                          ;43.3687400;-5.9588000;Carretera A-233 - Estacion Ferrocarril, S/N;33119;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05308;SOTU-UDRIÓN                             ;43.3557070;-5.9653520;Carretera N-634 - Estacion Ferrocarril, S/N;33119;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05309;CACES                                   ;;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;SI;
05311;TRUBIA                                  ;43.3485300;-5.9676500;Calle Suarez Inclan, 31;33119;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05313;SANTA MARÍA GRAU                        ;43.3837900;-5.9826300;Carretera N-634 - Estacion Ferrocarril, S/N;33892;GRADO;ASTURIAS;ESPAÑA;SI;SI;
05315;VEIGA D'ANZU                            ;43.3893500;-6.0058600;Carretera N-634 - Estacion Ferrocarril, S/N;33190;GRADO;ASTURIAS;ESPAÑA;SI;SI;
05316;PEÑAFLOR                                ;43.402931 ;-6.045405 ;Carretera N-634 - Estacion Ferrocarril, S/N;33829;GRADO;ASTURIAS;ESPAÑA;SI;SI;
05317;GRAU/GRADO                              ;43.3945300;-6.0637200;Calle Jove y Valdes, 18;33828;GRADO;ASTURIAS;ESPAÑA;SI;SI;
05319;SANDICHE                                ;43.425605 ;-6.05996  ;Carretera As-237 - Estacion Ferrocarril, S/N;33829;CANDAMO;ASTURIAS;ESPAÑA;SI;SI;
05320;ACES                                    ;43.4399280;-6.0657890;Carretera Cd-2 - Estacion Ferrocarril, S/N;33828;CANDAMO;ASTURIAS;ESPAÑA;SI;SI;
05321;SAN ROMÁN                               ;43.4489560;-6.0772830;Carretera As-236 - Estacion Ferrocarril, S/N;00000;CANDAMO;ASTURIAS;ESPAÑA;SI;SI;
05323;BEIFAR                                  ;43.4700840;-6.0988770;Carretera As-236 - Estacion Ferrocarril, S/N;33129;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05325;PRAVIA                                  ;43.4909700;-6.1106200;Calle Suarez Pazos, 1;33120;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05327;SAN RANÓN                               ;43.5164940;-6.0820650;Carretera A-8 - Estacion Ferrocarril, S/N;33129;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05329;SAN ESTEBAN                             ;43.552084 ;-6.087238 ;Calle Casto Plasencia, 6;33130;MUROS DE NALÓN;ASTURIAS;ESPAÑA;SI;SI;
05351;PALOMAR                                 ;43.3099110;-5.9125490;;;RIBERA DE ARRIBA;ASTURIAS;ESPAÑA;NO;SI;
05353;SOTO DE RIBERA                          ;;;;;RIBERA DE ARRIBA;ASTURIAS;ESPAÑA;NO;SI;
05355;PARTEAYER                               ;43.2833200;-5.8751300;;;MORCÍN;ASTURIAS;ESPAÑA;NO;SI;
05361;BAÍÑA                                   ;43.274515 ;-5.828206 ;Calle Cuesta Peñule - Estacion Ferrocarril, S/N;33682;MIERES;ASTURIAS;ESPAÑA;SI;SI;
05369;MIERES DEL CAMÍN-EL VASCO               ;43.2502800;-5.7799900;Calle Rio Eo, 57;33600;MIERES;ASTURIAS;ESPAÑA;SI;SI;
05371;SANTUYANO-CAUDALIA                      ;43.22628  ;-5.783320 ;Avenida del Camino, S/N - Junto Hospital Alvarez Buylla;33619;MIERES;ASTURIAS;ESPAÑA;SI;SI;
05373;FIGAREO                                 ;43.2139570;-5.7839830;Cuesta Estacion Figaredo, 58;33683;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05375;UXO-TARUELO                             ;43.2006000;-5.7876500;Carretera As-112 - Estacion Ferrocarril, S/N;33612;MIERES;ASTURIAS;ESPAÑA;SI;SI;
05376;SANTA CRUZ                              ;43.1959450;-5.7775460;Calle Jose Garcia Lorenzo - Estacion Ferrocarril, S/N;33612;MIERES;ASTURIAS;ESPAÑA;SI;SI;
05377;CABORANA                                ;43.1760210;-5.7547090;Avenida de Aller, S/N;33684;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05379;MOREA/MOREDA                            ;43.1707800;-5.7418920;Avenida Constituacion, 100 - Calle Estacion Ferrocarril, S/N;33670;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05380;SAN ANTONIO                             ;43.1688900;-5.6967710;Carretera As-112A - Estacion Ferrocarril, S/N;33685;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05381;L'OYANCO                                ;43.1665400;-5.7217800;Barrio Santa Barbara - Estacion Ferrocarril, S/N;33679;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05382;CORIGOS                                 ;43.1642800;-5.6766600;Carretera As-112 - Estacion Ferrocarril, S/N;33686;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05383;PIÑERES                                 ;43.1659700;-5.6842500;Carretera As-112A - Estacion Ferrocarril, S/N;33685;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05384;SANTANA-SOTO                            ;43.16478  ;-5.646112 ;Carretera As-112 - Estacion Ferrocarril, S/N;33685;RIBERA DE ARRIBA;ASTURIAS;ESPAÑA;SI;SI;
05385;CABAÑAQUINTA/CABANAQUINTA               ;43.1608300;-5.6249100;Avenida Francisco Cabrera, 16;33686;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05387;L.LEVINCO                               ;43.151098 ;-5.600266 ;Carretera A-253 - Estacion Ferrocarril, S/N;33686;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05389;COL.LANZO                               ;43.124043 ;-5.566384 ;Calle Carretera General, S/N;33680;ALLER;ASTURIAS;ESPAÑA;SI;SI;
05401;LA BRAÑA                                ;;;;;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05403;TREMAÑES-LLANGRÉU/LANGREO               ;43.528766 ;-5.694847 ;Camino de Tremañes-Gijón, Apeadero del Ferrocarril, S/N;33211;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05405;SOTIELLO                                ;43.507289 ;-5.726564 ;Carretera Gi-4 - Barrio Sotiello, 6;33393;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05407;PINZALES                                ;43.4865850;-5.7196960;Carretera As-266 - Estacion Ferrocarril, S/N;33392;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05409;AGUDA                                   ;43.46603  ;-5.72606  ;Calle Estacion Ferrocarril S/N;33392;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05410;XIXÚN                                   ;43.370778 ;-5.69338  ;Carretera As-246 - Estacion Ferrocarril, S/N;33937;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05411;LA FLORIDA                              ;43.4345900;-5.7100000;Calle Estacion Ferrocarril S/N;33189;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05412;PUENTE BURACOS                          ;43.4481100;-5.7173900;Calle Estacion Ferrocarril S/N;33189;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05413;NOREÑA                                  ;43.3939800;-5.7037100;Avenida de Gijon, 19;33180;NOREÑA;ASTURIAS;ESPAÑA;SI;SI;
05415;BENDICIÓN                               ;43.3633710;-5.6803400;Carretera Si-8 - Estacion Ferrocarril, S/N;33937;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05416;VALDESOTO                               ;43.3584160;-5.6585900;Carretera Si-16 - Estacion Ferrocarril, S/N;33938;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05417;CARBAYÍN                                ;43.3511680;-5.6347560;Carretera As-249 - Estacion Ferrocarril, S/N;33936;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05420;CURUXONA                                ;43.339403 ;-5.63081  ;Carretera As-323 - Estacion Ferrocarril, S/N;33936;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05421;TIUYA/TUILLA                            ;43.328069 ;-5.643052 ;Barrio Estacion Ferrocarril, 1;33935;LANGREO;ASTURIAS;ESPAÑA;SI;SI;
05425;LA FELGUERA-VEGA                        ;43.3105200;-5.6859000;Calle Interventor la Cierva, S/N - Avenida Gijon, S/N;33930;LANGREO;ASTURIAS;ESPAÑA;SI;SI;
05429;SAMA-LOS LLERONES                       ;43.298761 ;-5.683358 ;Calle Union, 1;33939;LANGREO;ASTURIAS;ESPAÑA;SI;SI;
05431;CIAÑU                                   ;43.290721 ;-5.667903 ;Carretera As-117 - Estacion Ferrocarril, S/N;33900;LANGREO;ASTURIAS;ESPAÑA;SI;SI;
05432;SAN VICENTE                             ;43.28911  ;-5.65285  ;Calle San Vicente - Estacion Ferrocarril, S/N;33947;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;SI;
05433;L'ENTREGU-LA ESCURA                     ;43.289509 ;-5.640809 ;Calle Maximo Fernandez Cocañin, S/N;33946;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;SI;
05435;CARROCERA                               ;43.28774  ;-5.62637  ;Calle la Granja, S/N;33945;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;SI;
05436;SAMARTÍN                                ;43.278378 ;-5.615305 ;Plaza Industrial la Florida, S/N;33958;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;SI;
05437;SOTRONDIO                               ;43.2757800;-5.6048100;Calle Estanislao Infanzon, 9;33950;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;SI;
05439;BLIMEA                                  ;43.2708200;-5.5903000;Avenida de la Libertad, S/N;33960;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;SI;
05441;LOS BARREROS/BARREDOS                   ;43.2598700;-5.5750400;Calle Estacion Ferrocarril, S/N;33970;LAVIANA;ASTURIAS;ESPAÑA;SI;SI;
05443;LA POLA DE LLAVIANA/POLA DE LAVIANA     ;43.2506800;-5.5644900;Calle de Tejera Norte, 4;33989;LAVIANA;ASTURIAS;ESPAÑA;SI;SI;
05451;BILBAO LA CONCORDIA                     ;43.259998 ;-2.926286 ;Bailen Kalea, 2;48003;BILBAO;BIZKAIA;ESPAÑA;SI;SI;
05455;BASURTO HOSPITAL                        ;43.259754 ;-2.953828 ;Benta Estrata, 2;48013;BILBAO;BIZKAIA;ESPAÑA;SI;SI;
05457;FEVE-ZORROZA ZORROZGOITI                ;43.273951 ;-2.974167 ;Zorrotza Kastrexana Errepidea, 39;48013;BILBAO;BIZKAIA;ESPAÑA;SI;SI;
05459;SANTA AGUEDA                            ;43.261854 ;-2.973004 ;Ezkerribai Estrata, S/N;48013;BILBAO;BIZKAIA;ESPAÑA;SI;SI;
05460;KASTREXANA                              ;43.255361 ;-2.972073 ;Carretera Bi-3742 - Zorrotza Kastrexana Errepidea;48013;BILBAO;BIZKAIA;ESPAÑA;SI;SI;
05461;IRAUREGUI                               ;43.248317 ;-2.990089 ;Bazteita Auzoa, 2;48810;ALONSOTEGI;BIZKAIA;ESPAÑA;SI;SI;
05463;ZARAMILLO                               ;43.2332250;-3.0160370;Geltoki Bidea - Carretera Bi-3651;48820;GÜEÑES;BIZKAIA;ESPAÑA;SI;SI;
05465;LA QUADRA                               ;43.222712 ;-3.024874 ;Askatasuna Kalea, 21;48820;GÜEÑES;BIZKAIA;ESPAÑA;SI;SI;
05467;SODUPE                                  ;43.202057 ;-3.050494 ;Gudari Plaza, 1;48830;GÜEÑES;BIZKAIA;ESPAÑA;SI;SI;
05469;ARTXUBE                                 ;43.201091 ;-3.071677 ;Artxube Kalea, 2;48840;GÜEÑES;BIZKAIA;ESPAÑA;SI;SI;
05470;LAMBARRI                                ;43.205985 ;-3.08262  ;Lambarri Kalea - Carretera Bi-3651 - Estacion Ferrocarril, S/N;48840;GÜEÑES;BIZKAIA;ESPAÑA;SI;SI;
05471;GÜEÑES                                  ;43.20908  ;-3.095381 ;Enkarterri Kalea, S/N;48840;GÜEÑES;BIZKAIA;ESPAÑA;SI;SI;
05473;ARANGUREN                               ;43.210494 ;-3.109354 ;Bidea Estacion, 1;48850;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05474;ARANGUREN/APDRO.                        ;43.210347 ;-3.114075 ;Nicolas Maria Urgoiti Kalea - Autonomia Plaza, S/N;48860;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05475;ZALLA                                   ;43.212797 ;-3.133284 ;Doctor Andres Aya Goñi Kalea, S/N;48860;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05477;COLEGIO                                 ;43.2108840;-3.1387030;Etorbidea Lehendakari Jose Antonio Agirre, 17;48860;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05479;IBARRA                                  ;43.2039570;-3.1448310;Gobeo Auzoa, 14;48860;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05480;BOLUMBURU                               ;43.199986 ;-3.150469 ;Barrio Bolumburu - Estacion Ferrocarril, S/N;48860;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05481;LA HERRERA                              ;43.203182 ;-3.170446 ;Ijalde Auzoa, 9;48860;ZALLA;BIZKAIA;ESPAÑA;SI;SI;
05483;BALMASEDA                               ;43.196388 ;-3.189924 ;Estacion Kalea, 3;48800;BALMASEDA;BIZKAIA;ESPAÑA;SI;SI;
05484;MIMETIZ                                 ;43.2132627;-3.1352774;Retola, 32;48860;ZALLA;BIZKAIA;ESPAÑA;SI;NO;
05485;LA CALZADA                              ;43.190121 ;-3.197160 ;La Calzada Kalea 3;48800;BALMASEDA;BIZKAIA;ESPAÑA;SI;SI;
05487;TRASLAVIÑA                              ;43.23329  ;-3.198304 ;Carretera Bi-630 - la Herbosa Auzoa, 76;48879;ARTZENTALES;BIZKAIA;ESPAÑA;SI;SI;
05489;ARZENTALES                              ;43.2500000;-3.2200000;Calle Estacion Ferrocarril, S/N;48879;ERRIBERAGOITIA/RIBERA ALTA;BIZKAIA;ESPAÑA;SI;SI;
05493;VILLAVERDE DE TRUCIOS                   ;43.2412800;-3.2505400;Laureta Auzoa, 29;48879;TRUCIOS-TURTZIOZ;BIZKAIA;ESPAÑA;SI;SI;
05497;KARRANZA                                ;43.238854 ;-3.357827 ;Ambasaguas Auzoa, 9;48890;KARRANTZA HARANA/VALLE DE CARRANZA;BIZKAIA;ESPAÑA;SI;SI;
05501;OVIEDO RAM                              ;43.366841 ;-5.854263 ;;;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
05503;LA CORREDORIA RAM                       ;;;;;OVIEDO;;ESPAÑA;NO;SI;
05504;PARQUE PRINCIPADO                       ;43.3868100;-5.8088900;Calle Aldea Paredes, S/N;33011;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05505;COLLOTO/CUALLOTO                        ;43.3794400;-5.7922500;Calle Estacion Ferrocarril, S/N;33010;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05507;MERES                                   ;43.3807153;-5.7488323;Calle Estacion Ferrocarril, S/N;33199;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05508;FONCIELLO                               ;43.3817019;-5.7296665;Carretera Nacional 634, S/N;33199;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05509;EL BERRÓN                               ;43.3825250;-5.7026550;Calle Estacion Ferrocarril, S/N;33186;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05511;LA CARRERA                              ;43.386909 ;-5.675275 ;Calle del Llugar de Arriba, S/N;33519;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05513;LA POLA SIERO                           ;43.388113 ;-5.664779 ;Calle Molin, S/N;33510;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05515;LOS CORROS                              ;43.376828 ;-5.601385 ;Carretera As-249 - Estacion Ferrocarril, S/N;33518;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05517;LIERES                                  ;43.38058  ;-5.582573 ;Calle Estacion Ferrocarril, S/N;33580;SIERO;ASTURIAS;ESPAÑA;SI;SI;
05519;RIANES                                  ;43.3789387;-5.5628276;Carretera a Reanes S/N;33580;RIAÑO;ASTURIAS;ESPAÑA;NO;SI;
05521;EL REMEDIU                              ;43.375076 ;-5.546238 ;Carretera Na-4 - Estacion Ferrocarril, S/N;33529;NAVA;ASTURIAS;ESPAÑA;SI;SI;
05522;LLAMES                                  ;43.3687800;-5.5256600;Calle Estacion Ferrocarril, S/N;33529;NAVA;ASTURIAS;ESPAÑA;SI;SI;
05523;NAVA                                    ;43.3611700;-5.5092900;Calle la Barraca, S/N;33520;NAVA;ASTURIAS;ESPAÑA;SI;SI;
05525;FUENTESANTA/HUENTESANTA                 ;43.3554700;-5.4782400;Carretera Na-3 - Estacion Ferrocarril, S/N;33529;NAVA;ASTURIAS;ESPAÑA;SI;SI;
05527;CECEDA/CECEA                            ;43.3561800;-5.4511700;Caserio Vega de Abajo, 10;33582;NAVA;ASTURIAS;ESPAÑA;SI;SI;
05529;CARANCOS                                ;43.355586 ;-5.434425 ;Avda. de la Estación S/N;33520;NAVA;ASTURIAS;ESPAÑA;SI;SI;
05531;PINTUELES                               ;43.3614480;-5.3874960;Carretera N-634 - Estacion Ferrocarril, S/N;33535;PILOÑA;ASTURIAS;ESPAÑA;SI;SI;
05533;L'INFIESTU                              ;43.351777 ;-5.36921  ;Avenida de la Cueva, 2;33530;PILOÑA;ASTURIAS;ESPAÑA;SI;SI;
05534;L'INFIESTU APD                          ;43.3438950;-5.3572830;Calle la Medina, S/N;33530;PILOÑA;ASTURIAS;ESPAÑA;SI;SI;
05535;VILLAMAYOR                              ;43.3631000;-5.3028500;Calle Estacion Ferrocarril, 1;33583;PILOÑA;ASTURIAS;ESPAÑA;NO;SI;
05537;SEBARES                                 ;43.3623600;-5.2574000;Carretera N-634 - Estacion Ferrocarril, S/N;33584;PILOÑA;ASTURIAS;ESPAÑA;NO;SI;
05539;SOTU                                    ;43.3583000;-5.2268900;Carretera N-634 - Estacion Ferrocarril, S/N;33585;PARRES;ASTURIAS;ESPAÑA;NO;SI;
05541;OZANES                                  ;43.368395 ;-5.185191 ;Carretera Pr-4 - Estacion Ferrocarril, S/N;33546;PARRES;ASTURIAS;ESPAÑA;NO;SI;
05542;POLICLÍNICU                             ;43.3786220;-5.1860300;Calle Castañera, S/N;33540;PARRES;ASTURIAS;ESPAÑA;NO;SI;
05543;ARRIONDAS/LES ARRIONDES                 ;43.387513 ;-5.188258 ;Calle Evaristo Valle, 1;33540;PARRES;ASTURIAS;ESPAÑA;NO;SI;
05545;H.UENTES                                ;43.401443 ;-5.143117 ;Calle Fuentes, S/N;33586;PARRES;ASTURIAS;ESPAÑA;NO;SI;
05547;TORAÑU                                  ;43.412281 ;-5.118013 ;Calle Estacion Ferrocarril S/N;33587;PARRES;ASTURIAS;ESPAÑA;NO;SI;
05549;CUEVES                                  ;43.4311440;-5.0733020;Calle Estacion Ferrocarril S/N;33500;RIBADESELLA;ASTURIAS;ESPAÑA;NO;SI;
05551;LLOVIU                                  ;43.4405630;-5.0555920;Glorieta Carretera N-632 y N-634 - Estacion Ferrocarril, S/N;33569;RIBADESELLA;ASTURIAS;ESPAÑA;NO;SI;
05552;RIBADESELLA PUERTO                      ;43.4586649;-5.0568797;Barrio Orellana, 10;33560;RIBADESELLA;ASTURIAS;ESPAÑA;NO;SI;
05553;RIBADESELLA/RIBESEYA                    ;43.4594500;-5.0545000;Calle del Fuerte, S/N;33560;RIBADESELLA;ASTURIAS;ESPAÑA;NO;SI;
05555;CAMANGU                                 ;43.4482100;-5.0188200;Carretera As-263 - Estacion Ferrocarril, S/N;33568;RIBADESELLA;ASTURIAS;ESPAÑA;NO;SI;
05557;BELMONTE                                ;43.4398000;-4.9822800;Carretera As-263 - Estacion Ferrocarril, S/N;33591;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05559;NUEVA                                   ;43.440585 ;-4.935531 ;Calle Nueva, 42;33592;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05561;VILLAHORMES                             ;43.4420099;-4.9038300;Carretera As-263 - Estacion Ferrocarril, S/N;33593;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05563;POSADA                                  ;43.4248300;-4.8650000;Calle Aldea Posada, S/N;33594;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05565;VALMORI                                 ;43.4214700;-4.8358300;Carretera As-263 - Estacion Ferrocarril S/N;33595;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05567;CELORIU                                 ;43.4250100;-4.8113300;Carretera As-263 - Estacion Ferrocarril, S/N;33595;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05569;PO                                      ;43.4242900;-4.7818900;Carretera As-263 - Estacion Ferrocarril, S/N;33509;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05571;LLANES                                  ;43.4209400;-4.7587000;Barrio de la Estacion, 2;33500;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05573;SAN ROQUE L'ACEBAL                      ;43.3947300;-4.7301300;Plaza San Roque, 306;33596;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05575;VIDIAGO                                 ;43.3964700;-4.6730000;Calle Riego, S/N;33597;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05577;PENDUELES                               ;43.3928300;-4.6303900;Carretera Lln-3 - Estacion Ferrocarril, S/N;33598;LLANES;ASTURIAS;ESPAÑA;NO;SI;
05579;COLOMBRES                               ;43.3827200;-4.5570900;Calle Estacion Ferrocarril S/N;33590;RIBADEDEVA;ASTURIAS;ESPAÑA;NO;SI;
05601;SANTANDER RAM                           ;43.4583294;-3.8120706;;;SANTANDER;;ESPAÑA;SI;SI;
05602;VALDECILLA LA MARGA                     ;43.452804 ;-3.828602 ;Avenida Parayas, S/N - Poligono Industrial Candina;39011;SANTANDER;CANTABRIA;ESPAÑA;SI;SI;
05603;CAZOÑA                                  ;43.455249 ;-3.841491 ;Carretera N-611 - Estacion Ferrocarril, S/N;39011;SANTANDER;CANTABRIA;ESPAÑA;SI;SI;
05604;ADARZO                                  ;43.453465 ;-3.85579  ;Calle Adarzo, 77 - Calle Luis Quintanilla Isasi, S/N;39011;SANTANDER;CANTABRIA;ESPAÑA;SI;SI;
05605;BEZANA                                  ;43.4409900;-3.8996100;Calle la Soledad, 12;39100;SANTA CRUZ DE BEZANA;CANTABRIA;ESPAÑA;SI;SI;
05607;MORTERA                                 ;43.435207 ;-3.918223 ;Carretera S-464 - Estacion Ferrocarril, S/N;39100;PIÉLAGOS;CANTABRIA;ESPAÑA;SI;SI;
05609;BOO DE PIÉLAGO                          ;43.4316340;-3.9464320;Barrio San Juan, 4;39478;PIÉLAGOS;CANTABRIA;ESPAÑA;SI;SI;
05611;MOGRO                                   ;43.4250400;-3.9607600;Calle Mies Dehesa, S/N;39310;MIENGO;CANTABRIA;ESPAÑA;SI;SI;
05613;GORNAZO                                 ;43.409638 ;-3.988686 ;Carretera Ca-322 - Estacion Ferrocarril, S/N;39318;MIENGO;CANTABRIA;ESPAÑA;SI;SI;
05615;MAR                                     ;43.398343 ;-4.010047 ;Carretera Ca-322 - Barrio Mar, S/N;39318;POLANCO;CANTABRIA;ESPAÑA;SI;SI;
05617;REQUEJADA                               ;43.3913700;-4.0279800;Barrio Requejada, 40;39312;POLANCO;CANTABRIA;ESPAÑA;SI;SI;
05619;BARREDA                                 ;43.37424  ;-4.04187  ;Avenida Solvay, 113;39300;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;SI;
05620;ALTAMIRA                                ;43.3536040;-4.0606090;Barrio el Cerezo, S/N;39300;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;SI;
05621;TORRELAVEGA/CENTRO                      ;43.35093  ;-4.051009 ;Plaza Estaciones S/N;39300;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;SI;
05622;GANZO                                   ;43.356546 ;-4.070291 ;Avenida Oviedo, 61 - Estacion Ferrocarril, S/N;39300;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;SI;
05623;PUENTE SAN MIGUEL                       ;43.3586380;-4.0877570;Barrio Puente San Miguel, 184;39530;REOCÍN;CANTABRIA;ESPAÑA;SI;SI;
05625;SANTA ISABEL DE QUIJAS                  ;43.3589770;-4.1118650;Barrio la Veguilla, S/N;39530;REOCÍN;CANTABRIA;ESPAÑA;SI;SI;
05627;SAN PEDRO DE RUDAGÜERA                  ;43.361127 ;-4.149519 ;Carretera Ca-355 - Estacion Ferrocarril, S/N;39539;ALFOZ DE LLOREDO;CANTABRIA;ESPAÑA;SI;SI;
05629;GOLBARDO                                ;43.3408710;-4.1555960;Carretera Ca-354 - Barrio Golbardo, S/N;39590;REOCÍN;CANTABRIA;ESPAÑA;SI;SI;
